rank,corridor_id,region,road,n_segments,length_km,n_critical,n_serious,school_or_market,dominant_intervention,cost_tier,total_benefit,mean_bcr_index,mean_ksi_reduction_pct,inspect_at
1566,MAH_445,MAH,(unnamed),1,3.8,0,1,,Enforcement + calming (medium cost),2,1.7,2.0,64.0,"19.82956,74.43949"
1567,THA_591,THA,(unnamed corridor),1,3.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.7,1.0,95.0,"16.16883,100.57568"
1568,MAH_401,MAH,(unnamed),1,4.2,0,1,,Enforcement + calming (medium cost),2,1.7,2.0,60.0,"21.08081,79.97005"
1569,MAH_716,MAH,(unnamed),1,5.1,0,0,,Enforcement + calming (medium cost),2,1.7,2.0,37.0,"19.70687,73.61102"
1570,THA_2033,THA,(unnamed corridor),1,4.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.7,1.0,96.0,"15.33500,105.46442"
1571,MAH_402,MAH,(unnamed),1,4.7,0,1,,Enforcement + calming (medium cost),2,1.7,2.0,54.0,"21.08089,80.12858"
1572,THA_630,THA,(unnamed corridor),1,3.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.7,1.0,95.0,"15.82684,102.07657"
1573,THA_2034,THA,(unnamed corridor),1,4.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.7,1.0,97.0,"15.23134,105.46949"
1574,THA_1117,THA,(unnamed corridor),1,7.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.7,1.0,93.0,"17.45429,99.12930"
1575,MAH_408,MAH,Chandrapur Bypass,1,4.9,0,0,,Re-set limit / signs (low cost),1,1.7,4.0,52.0,"19.93536,79.31974"
1576,THA_415,THA,(unnamed corridor),1,1.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.7,1.0,97.0,"14.05752,99.63165"
1577,MAH_529,MAH,(unnamed),1,3.0,0,1,,Enforcement + calming (medium cost),2,1.7,2.0,73.0,"20.88477,74.79202"
1578,MAH_564,MAH,(unnamed),1,6.3,0,0,,Enforcement + calming (medium cost),2,1.7,2.0,33.0,"18.35476,76.55257"
1579,THA_1356,THA,(unnamed corridor),1,4.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.7,1.0,96.0,"17.25833,99.83896"
1580,THA_1104,THA,(unnamed corridor),1,2.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.7,1.0,91.0,"18.79388,99.02246"
1581,THA_904,THA,Chamadevi Road,1,3.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.6,1.0,90.0,"18.58469,98.99165"
1582,THA_877,THA,Asok-Din Daeng Road,1,2.1,0,1,,Physical protection: footways/crossings/separation (high cost),4,1.6,1.0,81.0,"13.75546,100.56120"
1583,THA_875,THA,Sunthon Kosa Road,2,2.4,1,1,,Physical protection: footways/crossings/separation (high cost),4,1.6,0.0,85.0,"13.71708,100.56049"
1584,THA_1306,THA,(unnamed corridor),1,4.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.6,1.0,93.0,"6.85056,99.73701"
1585,MAH_511,MAH,(unnamed),1,3.9,0,1,,Enforcement + calming (medium cost),2,1.6,2.0,53.0,"21.25586,74.84383"
1586,THA_1612,THA,(unnamed corridor),1,7.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.6,1.0,95.0,"6.96088,100.79361"
1587,MAH_507,MAH,(unnamed),1,3.9,0,1,,Enforcement + calming (medium cost),2,1.6,2.0,56.0,"21.25588,74.84364"
1588,THA_645,THA,(unnamed corridor),1,2.0,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.6,1.0,97.0,"12.91366,102.26333"
1589,THA_2038,THA,Thinanon Road,1,2.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.6,1.0,97.0,"16.37677,103.34727"
1590,MAH_368,MAH,(unnamed),1,2.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.6,1.0,93.0,"18.39067,76.59254"
1591,MAH_83,MAH,Kasa to Bapugaon Road,1,5.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.6,1.0,90.0,"19.92367,72.97396"
1592,THA_534,THA,(unnamed corridor),1,2.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.6,1.0,96.0,"14.59864,100.35907"
1593,MAH_395,MAH,Pune Nashik Road,1,2.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.6,1.0,92.0,"19.10591,73.97195"
1594,THA_431,THA,(unnamed corridor),1,3.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.6,1.0,98.0,"7.21701,99.68265"
1595,MAH_460,MAH,Hadapsar - Manjari Road,3,4.3,0,0,,Re-set limit / signs (low cost),1,1.6,1.0,47.0,"18.50798,73.95867"
1596,THA_111,THA,(unnamed corridor),1,1.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.6,1.0,98.0,"12.93682,101.52186"
1597,THA_1087,THA,(unnamed corridor),1,2.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.6,1.0,94.0,"8.04589,98.86022"
1598,THA_110,THA,(unnamed corridor),1,1.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.6,1.0,97.0,"12.93673,101.52171"
1599,THA_1346,THA,(unnamed corridor),1,3.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.6,1.0,97.0,"16.01241,99.81268"
1600,MAH_331,MAH,(unnamed),1,2.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.6,1.0,95.0,"21.39398,79.27374"
1601,MAH_351,MAH,(unnamed),1,4.6,0,1,,Enforcement + calming (medium cost),2,1.6,2.0,55.0,"20.92403,74.56491"
1602,THA_67,THA,(unnamed corridor),1,2.0,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.6,1.0,97.0,"19.92821,100.30791"
1603,THA_1915,THA,(unnamed corridor),1,3.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.6,1.0,96.0,"17.90458,103.83284"
1604,THA_743,THA,Ekkachai Road,2,3.5,2,0,,Physical protection: footways/crossings/separation (high cost),4,1.6,0.0,90.0,"13.41654,100.00619"
1605,THA_75,THA,(unnamed corridor),1,2.0,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.6,1.0,98.0,"16.75971,100.43217"
1606,MAH_314,MAH,(unnamed),1,2.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.6,1.0,94.0,"20.02667,74.49227"
1607,THA_1680,THA,(unnamed corridor),1,2.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.6,1.0,97.0,"14.11125,101.37046"
1608,THA_184,THA,Sap Samo Thot–Wang Phikun Road,1,3.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.6,1.0,96.0,"15.77944,100.99037"
1609,THA_1121,THA,(unnamed corridor),1,6.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.6,1.0,94.0,"19.37419,99.17280"
1610,THA_68,THA,(unnamed corridor),1,2.0,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.6,1.0,97.0,"19.92814,100.30799"
1611,THA_1512,THA,(unnamed corridor),1,5.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.6,1.0,95.0,"19.69734,100.26623"
1612,THA_1432,THA,(unnamed corridor),1,5.0,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.6,1.0,96.0,"17.38634,99.98808"
1613,THA_181,THA,Bang Pa-in Sai Nai Road,1,2.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.6,1.0,96.0,"14.31954,100.57445"
1614,MAH_328,MAH,(unnamed),1,4.3,0,1,,Enforcement + calming (medium cost),2,1.6,2.0,64.0,"20.33410,76.26065"
1615,MAH_218,MAH,(unnamed),1,8.0,0,0,,Re-set limit / signs (low cost),1,1.6,4.0,41.0,"15.88354,73.65872"
1616,THA_845,THA,Chira Road,2,3.5,2,0,,Physical protection: footways/crossings/separation (high cost),4,1.6,0.0,88.0,"14.99071,103.09508"
1617,MAH_315,MAH,(unnamed),1,2.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.6,1.0,93.0,"20.02669,74.49239"
1618,MAH_226,MAH,(unnamed),1,5.0,0,1,,Enforcement + calming (medium cost),2,1.6,2.0,67.0,"19.10666,77.32331"
1619,THA_1242,THA,(unnamed corridor),1,3.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.6,1.0,96.0,"13.78661,99.56480"
1620,THA_96,THA,(unnamed corridor),1,1.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.5,1.0,96.0,"14.84853,100.90979"
1621,MAH_562,MAH,Sadar Flyover,2,2.6,0,1,,Physical protection: footways/crossings/separation (high cost),4,1.5,0.0,66.0,"21.15992,79.07986"
1622,THA_918,THA,Ubon Ratchathani Outer Ring Road,2,2.3,2,0,,Physical protection: footways/crossings/separation (high cost),4,1.5,0.0,96.0,"15.22297,104.81872"
1623,MAH_19,MAH,(unnamed),1,12.2,0,0,,Re-set limit / signs (low cost),1,1.5,3.0,69.0,"19.60249,76.16207"
1624,THA_322,THA,Sukkhayang Road,2,3.6,2,0,,Physical protection: footways/crossings/separation (high cost),4,1.5,0.0,92.0,"6.52612,101.27929"
1625,THA_865,THA,Krung Kasem Road,1,3.1,0,1,,Physical protection: footways/crossings/separation (high cost),4,1.5,1.0,81.0,"13.75150,100.51519"
1626,MAH_553,MAH,(unnamed),1,2.3,0,1,,Physical protection: footways/crossings/separation (high cost),4,1.5,1.0,81.0,"18.56423,73.70167"
1627,MAH_741,MAH,Lohgaon Road,1,2.8,0,0,,Physical protection: footways/crossings/separation (high cost),4,1.5,1.0,55.0,"18.58693,73.91031"
1628,THA_1805,THA,(unnamed corridor),1,7.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.5,1.0,95.0,"14.04387,102.85925"
1629,THA_202,THA,Chaofah Tawantok Road,1,2.2,0,1,,Physical protection: footways/crossings/separation (high cost),4,1.5,1.0,82.0,"7.83191,98.33859"
1630,THA_2010,THA,(unnamed corridor),1,3.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.5,1.0,90.0,"17.04388,104.69131"
1631,THA_1579,THA,(unnamed corridor),1,4.0,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.5,1.0,95.0,"14.32206,100.55544"
1632,THA_395,THA,(unnamed corridor),1,2.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.5,1.0,98.0,"14.09544,99.25636"
1633,THA_1459,THA,(unnamed corridor),1,2.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.5,1.0,96.0,"13.95731,100.06654"
1634,THA_1523,THA,(unnamed corridor),1,3.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.5,1.0,96.0,"19.53069,100.29396"
1635,THA_74,THA,(unnamed corridor),1,1.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.5,1.0,98.0,"16.72283,100.43130"
1636,THA_1389,THA,(unnamed corridor),1,6.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.5,1.0,94.0,"7.71200,99.86270"
1637,THA_1686,THA,(unnamed corridor),1,3.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.5,1.0,94.0,"12.79270,101.71348"
1638,THA_1412,THA,(unnamed corridor),1,3.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.5,1.0,97.0,"16.13938,99.93006"
1639,THA_746,THA,Chaloem Burapha Chonlathit Road,1,3.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.5,1.0,96.0,"12.72100,101.71496"
1640,THA_76,THA,(unnamed corridor),1,2.0,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.5,1.0,98.0,"16.75976,100.43233"
1641,THA_1649,THA,(unnamed corridor),1,7.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.5,1.0,95.0,"15.42373,101.19316"
1642,THA_1047,THA,Sihaburanukit Road,3,3.2,0,3,,Physical protection: footways/crossings/separation (high cost),4,1.5,0.0,80.0,"13.81282,100.72550"
1643,MAH_305,MAH,(unnamed),1,2.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.5,1.0,94.0,"21.39390,79.27371"
1644,THA_740,THA,(unnamed corridor),1,2.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.5,1.0,94.0,"15.29921,104.89294"
1645,THA_492,THA,(unnamed corridor),1,1.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.5,1.0,97.0,"6.76019,100.01600"
1646,THA_493,THA,(unnamed corridor),1,1.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.5,1.0,97.0,"6.76029,100.01606"
1647,THA_1179,THA,(unnamed corridor),1,3.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.5,1.0,95.0,"14.11052,99.43017"
1648,THA_481,THA,(unnamed corridor),1,2.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.5,1.0,96.0,"8.35799,99.97953"
1649,THA_479,THA,(unnamed corridor),1,2.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.5,1.0,98.0,"8.35797,99.97933"
1650,THA_47,THA,(unnamed corridor),1,2.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.5,1.0,97.0,"9.14397,99.65875"
1651,MAH_437,MAH,JNPT Road,2,2.9,0,2,,Enforcement + calming (medium cost),2,1.5,1.0,73.0,"18.91322,73.02483"
1652,THA_1861,THA,(unnamed corridor),1,2.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.5,1.0,95.0,"16.14500,103.30720"
1653,THA_1897,THA,(unnamed corridor),1,2.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.5,1.0,94.0,"16.03231,103.62211"
1654,THA_1403,THA,(unnamed corridor),1,5.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.5,1.0,95.0,"16.83576,99.91128"
1655,MAH_381,MAH,(unnamed),1,4.0,0,1,,Enforcement + calming (medium cost),2,1.5,2.0,60.0,"20.69749,77.07132"
1656,THA_1458,THA,(unnamed corridor),1,3.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.5,1.0,96.0,"12.99510,100.05226"
1657,THA_1105,THA,(unnamed corridor),1,2.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.5,1.0,90.0,"18.79384,99.02299"
1658,THA_1411,THA,(unnamed corridor),1,2.8,0,1,,Physical protection: footways/crossings/separation (high cost),4,1.4,1.0,84.0,"12.37846,99.90823"
1659,THA_117,THA,(unnamed corridor),1,1.8,1,0,,Enforcement + calming (medium cost),2,1.4,2.0,89.0,"13.89922,101.60912"
1660,THA_46,THA,(unnamed corridor),1,1.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.4,1.0,98.0,"7.93086,99.59721"
1661,THA_1580,THA,(unnamed corridor),1,3.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.4,1.0,97.0,"14.02962,100.55717"
1662,THA_581,THA,(unnamed corridor),1,2.1,1,0,,Enforcement + calming (medium cost),2,1.4,2.0,76.0,"13.97011,100.51397"
1663,THA_1969,THA,(unnamed corridor),1,4.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.4,1.0,94.0,"17.59085,104.23593"
1664,THA_552,THA,(unnamed corridor),1,2.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.4,1.0,96.0,"14.56392,100.45133"
1665,THA_1297,THA,(unnamed corridor),1,4.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.4,1.0,96.0,"14.64041,99.74050"
1666,MAH_655,MAH,(unnamed),1,3.4,0,1,,Enforcement + calming (medium cost),2,1.4,2.0,47.0,"18.43630,74.44779"
1667,THA_1609,THA,(unnamed corridor),1,2.0,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.4,1.0,91.0,"13.64271,100.77744"
1668,THA_1729,THA,(unnamed corridor),1,4.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.4,1.0,94.0,"17.76646,102.15626"
1669,THA_1721,THA,(unnamed corridor),1,4.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.4,1.0,92.0,"5.94806,101.88914"
1670,MAH_631,MAH,Dehu Road Flyover,2,1.8,2,0,,Physical protection: footways/crossings/separation (high cost),4,1.4,0.0,91.0,"18.68003,73.73228"
1671,THA_1920,THA,(unnamed corridor),1,4.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.4,1.0,92.0,"17.36712,103.85642"
1672,THA_260,THA,Industrial Ring Road,1,1.9,1,0,,Enforcement + calming (medium cost),2,1.4,2.0,82.0,"13.68059,100.54159"
1673,THA_48,THA,(unnamed corridor),1,2.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.4,1.0,98.0,"8.06956,99.65555"
1674,THA_200,THA,Soi Sukhumvit 63,1,2.2,0,1,,Physical protection: footways/crossings/separation (high cost),4,1.4,1.0,76.0,"13.72987,100.58638"
1675,MAH_27,MAH,(unnamed),1,10.8,0,0,,Re-set limit / signs (low cost),1,1.4,3.0,66.0,"20.67100,80.04373"
1676,THA_1402,THA,(unnamed corridor),1,3.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.4,1.0,93.0,"13.66443,99.88834"
1677,MAH_390,MAH,(unnamed),1,5.3,0,0,,Enforcement + calming (medium cost),2,1.4,2.0,41.0,"20.15426,78.63976"
1678,THA_699,THA,(unnamed corridor),1,2.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.4,1.0,98.0,"15.94669,103.69019"
1679,MAH_356,MAH,(unnamed),1,3.7,0,1,,Enforcement + calming (medium cost),2,1.4,2.0,64.0,"20.88596,74.87132"
1680,THA_592,THA,(unnamed corridor),1,3.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.4,1.0,95.0,"16.16893,100.57571"
1681,THA_116,THA,(unnamed corridor),1,1.9,1,0,,Enforcement + calming (medium cost),2,1.4,2.0,84.0,"13.89937,101.60887"
1682,THA_1860,THA,(unnamed corridor),1,2.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.4,1.0,89.0,"16.14498,103.30708"
1683,MAH_343,MAH,Uran Road,1,3.4,0,0,,Re-set limit / signs (low cost),1,1.4,3.0,66.0,"18.98354,73.09290"
1684,MAH_436,MAH,(unnamed),1,3.0,0,0,,Re-set limit / signs (low cost),1,1.4,3.0,67.0,"18.70223,73.67303"
1685,THA_519,THA,(unnamed corridor),1,2.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.4,1.0,98.0,"6.83506,100.09985"
1686,MAH_665,MAH,(unnamed),1,3.0,0,0,,Enforcement + calming (medium cost),2,1.4,2.0,50.0,"19.03218,73.10517"
1687,MAH_227,MAH,(unnamed),1,5.0,0,1,,Enforcement + calming (medium cost),2,1.4,2.0,59.0,"19.10666,77.32340"
1688,THA_2036,THA,(unnamed corridor),1,4.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.4,1.0,96.0,"15.27984,105.49269"
1689,THA_1,THA,Rat Withi Road,1,2.9,0,1,,Physical protection: footways/crossings/separation (high cost),4,1.4,1.0,82.0,"13.81627,100.05188"
1690,THA_1630,THA,(unnamed corridor),1,1.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.4,1.0,88.0,"13.45223,101.00873"
1691,MAH_232,MAH,(unnamed),1,4.5,0,0,,Re-set limit / signs (low cost),1,1.4,3.0,64.0,"18.15508,73.29958"
1692,THA_866,THA,Vacharaphol Road,1,2.5,0,1,,Physical protection: footways/crossings/separation (high cost),4,1.4,1.0,84.0,"13.85872,100.64411"
1693,THA_824,THA,Sirorot Road,1,3.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.4,1.0,95.0,"6.69926,101.29397"
1694,THA_1608,THA,(unnamed corridor),1,2.0,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.4,1.0,92.0,"13.64265,100.77750"
1695,THA_23,THA,Uttarakit Road,1,4.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.4,1.0,88.0,"8.08511,98.91374"
1696,THA_313,THA,Charan Sanit Wong Road,3,2.4,0,3,,Physical protection: footways/crossings/separation (high cost),4,1.4,0.0,79.0,"13.77446,100.48283"
1697,THA_950,THA,Phetkasem Road,3,4.2,2,1,,Physical protection: footways/crossings/separation (high cost),4,1.4,0.0,87.0,"8.86979,98.35040"
1698,THA_1494,THA,(unnamed corridor),1,3.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.4,1.0,96.0,"15.46743,100.16060"
1699,THA_1767,THA,(unnamed corridor),1,3.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.4,1.0,96.0,"15.80820,102.59107"
1700,THA_1595,THA,(unnamed corridor),1,2.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.3,1.0,96.0,"7.09452,100.63445"
1701,THA_11,THA,Chiang Mai-Fang Road,3,3.2,3,0,,Physical protection: footways/crossings/separation (high cost),4,1.3,0.0,92.0,"18.97905,98.94551"
1702,THA_401,THA,(unnamed corridor),1,2.0,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.3,1.0,97.0,"19.12261,99.48072"
1703,THA_1310,THA,(unnamed corridor),1,4.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.3,1.0,96.0,"14.31497,99.75032"
1704,THA_1572,THA,(unnamed corridor),1,4.0,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.3,1.0,96.0,"16.01846,100.51094"
1705,THA_1704,THA,(unnamed corridor),1,2.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.3,1.0,96.0,"12.76960,101.73572"
1706,THA_124,THA,(unnamed corridor),1,1.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.3,1.0,95.0,"6.03645,101.98209"
1707,THA_1245,THA,(unnamed corridor),1,5.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.3,1.0,96.0,"8.26642,99.56780"
1708,THA_1279,THA,(unnamed corridor),1,4.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.3,1.0,96.0,"7.99505,99.67169"
1709,THA_1643,THA,(unnamed corridor),1,6.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.3,1.0,96.0,"16.74238,101.15989"
1710,MAH_795,MAH,Katraj - Dehu Road Bypass,1,2.2,0,1,,Enforcement + calming (medium cost),2,1.3,1.0,61.0,"18.57644,73.76296"
1711,THA_1772,THA,(unnamed corridor),1,3.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.3,1.0,94.0,"13.67869,102.49298"
1712,THA_821,THA,Sathonlamak Road  (Old Route),1,4.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,1.3,1.0,94.0,"15.00625,104.95645"
